"Review packets Synthetic business records. SRC-D-3. Ordered references appear on separate lines. Empty optional entries are blank. Review packets preserve the facts seen at the time. Decision reference","Employee ID","Trip reference","Business purpose","Client","Schedule coverage","Alternatives considered","Permit reference","Expense references","Policy revision","Budget record references","Reviewed estimate (EUR)","Budget owner position","Trip revision","Permit revision","Travel cancellation references"
"D-C90-1-claim-budget_owner-1","EMP-13","T90","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-90-1
COST-90-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C90-1-claim-supervisor-1","EMP-13","T90","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-90-1
COST-90-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C91-1-claim-administration-1","EMP-13","T91","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-91-1
COST-91-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C91-1-claim-budget_owner-1","EMP-13","T91","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-91-1
COST-91-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C91-1-claim-supervisor-1","EMP-13","T91","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-91-1
COST-91-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C92-1-claim-administration-1","EMP-13","T92","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-92-1
COST-92-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C92-1-claim-budget_owner-1","EMP-13","T92","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-92-1
COST-92-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C92-1-claim-supervisor-1","EMP-13","T92","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-92-1
COST-92-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C93-1-claim-administration-1","EMP-14","T93","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-93-1
COST-93-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C93-1-claim-budget_owner-supervisor-1","EMP-14","T93","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-93-1
COST-93-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C94-1-claim-administration-1","EMP-14","T94","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-94-1
COST-94-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C94-1-claim-budget_owner-supervisor-1","EMP-14","T94","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-94-1
COST-94-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C95-1-claim-administration-1","EMP-14","T95","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-95-1
COST-95-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C95-1-claim-budget_owner-supervisor-1","EMP-14","T95","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-95-1
COST-95-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C96-1-claim-administration-1","EMP-14","T96","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-96-1
COST-96-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C96-1-claim-budget_owner-supervisor-1","EMP-14","T96","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-96-1
COST-96-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C97-1-claim-administration-1","EMP-14","T97","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-97-1
COST-97-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C97-1-claim-budget_owner-supervisor-1","EMP-14","T97","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-97-1
COST-97-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C98-1-claim-administration-1","EMP-14","T98","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-98-1
COST-98-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C98-1-claim-budget_owner-supervisor-1","EMP-14","T98","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-98-1
COST-98-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C99-1-claim-administration-1","EMP-03","T99","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-99-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C99-1-claim-budget_owner-1","EMP-03","T99","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-99-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C99-1-claim-supervisor-1","EMP-03","T99","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-99-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C100-1-claim-administration-1","EMP-03","T100","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-100-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C100-1-claim-budget_owner-1","EMP-03","T100","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-100-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C100-1-claim-supervisor-1","EMP-03","T100","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-100-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C101-1-claim-administration-1","EMP-03","T101","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-101-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C101-1-claim-budget_owner-1","EMP-03","T101","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-101-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C101-1-claim-supervisor-1","EMP-03","T101","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-101-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C101-1-claim-director-1","EMP-03","T101","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-101-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C102-1-claim-administration-1","EMP-03","T102","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-102-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C102-1-claim-budget_owner-1","EMP-03","T102","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-102-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C102-1-claim-supervisor-1","EMP-03","T102","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-102-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C103-1-claim-administration-1","EMP-03","T103","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-103-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C103-1-claim-budget_owner-1","EMP-03","T103","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-103-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C103-1-claim-supervisor-1","EMP-03","T103","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-103-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C104-1-claim-administration-1","EMP-03","T104","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-104-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C104-1-claim-budget_owner-1","EMP-03","T104","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-104-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C104-1-claim-supervisor-1","EMP-03","T104","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-104-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C105-1-claim-administration-1","EMP-03","T105","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-105-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C105-1-claim-budget_owner-1","EMP-03","T105","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-105-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C105-1-claim-supervisor-1","EMP-03","T105","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-105-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C106-1-claim-administration-1","EMP-03","T106","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-106-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C106-1-claim-budget_owner-1","EMP-03","T106","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-106-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C106-1-claim-supervisor-1","EMP-03","T106","Requirements meeting","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-106-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C107-1-claim-administration-1","EMP-03","T107","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-107-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C107-1-claim-budget_owner-1","EMP-03","T107","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-107-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C107-1-claim-supervisor-1","EMP-03","T107","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-107-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C108-1-claim-administration-1","EMP-03","T108","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-108-1
COST-108-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C108-1-claim-budget_owner-1","EMP-03","T108","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-108-1
COST-108-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C108-1-claim-supervisor-1","EMP-03","T108","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-108-1
COST-108-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C109-1-claim-administration-1","EMP-03","T109","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-109-1
COST-109-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C109-1-claim-budget_owner-1","EMP-03","T109","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-109-1
COST-109-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C109-1-claim-supervisor-1","EMP-03","T109","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-109-1
COST-109-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C110-1-claim-administration-1","EMP-03","T110","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-110-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C110-1-claim-budget_owner-1","EMP-03","T110","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-110-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C110-1-claim-supervisor-1","EMP-03","T110","Implementation planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-110-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C111-1-claim-administration-1","EMP-03","T111","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-111-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C111-1-claim-budget_owner-1","EMP-03","T111","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-111-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C111-1-claim-supervisor-1","EMP-03","T111","Client workshop delivery","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-111-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C115-1-claim-administration-1","EMP-03","T115","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-115-1
COST-115-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C115-1-claim-budget_owner-1","EMP-03","T115","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-115-1
COST-115-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C115-1-claim-supervisor-1","EMP-03","T115","Quarterly delivery review","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-115-1
COST-115-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C119-1-claim-administration-1","EMP-03","T119","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-119-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C119-1-claim-budget_owner-1","EMP-03","T119","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-119-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C119-1-claim-supervisor-1","EMP-03","T119","Onsite support handover","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-119-1","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C120-1-claim-administration-1","EMP-04","T120","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-120-1
COST-120-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C120-1-claim-budget_owner-supervisor-1","EMP-04","T120","Customer training","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-120-1
COST-120-2","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","",""
"D-C121-1-permit-administration-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","300.00","Approved","1","1",""
"D-C121-1-permit-budget_owner-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","300.00","Approved","1","1",""
"D-C121-1-permit-supervisor-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","300.00","Approved","1","1",""
"D-C122-1-permit-administration-1","EMP-01","T122","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P122","","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","500.00","Approved","1","1",""
"D-C122-1-permit-budget_owner-1","EMP-01","T122","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P122","","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","500.00","Approved","1","1",""
"D-C122-1-permit-supervisor-1","EMP-01","T122","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P122","","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","500.00","Approved","1","1",""
"D-C121-1-claim-administration-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1",""
"D-C121-1-claim-budget_owner-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1",""
"D-C121-1-claim-supervisor-1","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1",""
"D-C121-2-claim-administration-3","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1","TC121"
"D-C121-2-claim-budget_owner-3","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1","TC121"
"D-C121-2-claim-supervisor-3","EMP-01","T121","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","P121","COST-121","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","1","TC121"
"D-C19-3-claim-administration-4","EMP-01","T19","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-19","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","","TC019"
"D-C19-3-claim-budget_owner-4","EMP-01","T19","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-19","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","","TC019"
"D-C19-3-claim-supervisor-4","EMP-01","T19","Client workshop and delivery planning","Client-A","Team colleague covers routine support","Remote participation considered; onsite workshop requested","","COST-19","POL-2026.2","B-ALLOC
B-OLD1
B-OLD2","","Approved","1","","TC019"
