"Review ledger Synthetic business records. SRC-D-3. Ordered references appear on separate lines. Empty optional entries are blank. Review packets preserve the facts seen at the time. Decision reference","Arrival batch","Subject type","Subject reference","Revision","Review roles","Reviewer","Outcome","Reason","Repair requested","Source revisions","Affected fields","Decision time (UTC)"
"D-C98-1-claim-administration-1","1","claim","C98","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C98-1-claim-budget_owner-supervisor-1","1","claim","C98","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C99-1-claim-administration-1","1","claim","C99","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C99-1-claim-budget_owner-1","1","claim","C99","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C99-1-claim-supervisor-1","1","claim","C99","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C100-1-claim-administration-1","1","claim","C100","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C100-1-claim-budget_owner-1","1","claim","C100","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C100-1-claim-supervisor-1","1","claim","C100","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C101-1-claim-administration-1","1","claim","C101","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C101-1-claim-budget_owner-1","1","claim","C101","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C101-1-claim-supervisor-1","1","claim","C101","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C101-1-claim-director-1","1","claim","C101","1","director","DIR-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C102-1-claim-administration-1","1","claim","C102","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C102-1-claim-budget_owner-1","1","claim","C102","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C102-1-claim-supervisor-1","1","claim","C102","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C103-1-claim-administration-1","1","claim","C103","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C103-1-claim-budget_owner-1","1","claim","C103","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C103-1-claim-supervisor-1","1","claim","C103","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C104-1-claim-administration-1","1","claim","C104","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C104-1-claim-budget_owner-1","1","claim","C104","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C104-1-claim-supervisor-1","1","claim","C104","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C105-1-claim-administration-1","1","claim","C105","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C105-1-claim-budget_owner-1","1","claim","C105","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C105-1-claim-supervisor-1","1","claim","C105","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C106-1-claim-administration-1","1","claim","C106","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C106-1-claim-budget_owner-1","1","claim","C106","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C106-1-claim-supervisor-1","1","claim","C106","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C107-1-claim-administration-1","1","claim","C107","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C107-1-claim-budget_owner-1","1","claim","C107","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C107-1-claim-supervisor-1","1","claim","C107","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C108-1-claim-administration-1","1","claim","C108","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C108-1-claim-budget_owner-1","1","claim","C108","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C108-1-claim-supervisor-1","1","claim","C108","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C109-1-claim-administration-1","1","claim","C109","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C109-1-claim-budget_owner-1","1","claim","C109","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C109-1-claim-supervisor-1","1","claim","C109","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C110-1-claim-administration-1","1","claim","C110","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C110-1-claim-budget_owner-1","1","claim","C110","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C110-1-claim-supervisor-1","1","claim","C110","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C111-1-claim-administration-1","1","claim","C111","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C111-1-claim-budget_owner-1","1","claim","C111","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C111-1-claim-supervisor-1","1","claim","C111","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C115-1-claim-administration-1","1","claim","C115","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C115-1-claim-budget_owner-1","1","claim","C115","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C115-1-claim-supervisor-1","1","claim","C115","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C119-1-claim-administration-1","1","claim","C119","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C119-1-claim-budget_owner-1","1","claim","C119","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C119-1-claim-supervisor-1","1","claim","C119","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C120-1-claim-administration-1","1","claim","C120","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C120-1-claim-budget_owner-supervisor-1","1","claim","C120","1","budget_owner
supervisor","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C121-1-permit-administration-1","1","permit","P121","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C121-1-permit-budget_owner-1","1","permit","P121","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C121-1-permit-supervisor-1","1","permit","P121","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C122-1-permit-administration-1","1","permit","P122","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C122-1-permit-budget_owner-1","1","permit","P122","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C122-1-permit-supervisor-1","1","permit","P122","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-08-31 12:00:00 UTC"
"D-C121-1-claim-administration-1","1","claim","C121","1","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C121-1-claim-budget_owner-1","1","claim","C121","1","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C121-1-claim-supervisor-1","1","claim","C121","1","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-03 12:00:00 UTC"
"D-C121-2-claim-administration-3","3","claim","C121","2","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-13 10:00:00 UTC"
"D-C121-2-claim-budget_owner-3","3","claim","C121","2","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-13 10:00:00 UTC"
"D-C121-2-claim-supervisor-3","3","claim","C121","2","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-13 10:00:00 UTC"
"D-C19-3-claim-administration-4","4","claim","C19","3","administration","ADMIN-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-14 10:00:00 UTC"
"D-C19-3-claim-budget_owner-4","4","claim","C19","3","budget_owner","LEAD-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-14 10:00:00 UTC"
"D-C19-3-claim-supervisor-4","4","claim","C19","3","supervisor","SUP-01","approve","Business purpose, evidence and review packet accepted.","","DW-D-2
POL-2026.2
SRC-D-3","trip
amount
evidence","2026-09-14 10:00:00 UTC"
